Date,SILVER18DECFUT O,SILVER18DECFUT H,SILVER18DECFUT L,SILVER18DECFUT C,SILVER18DECFUT V
10/31/2018 12:15:00 PM,38314,38320,38314,38320,9
10/31/2018 12:14:00 PM,38316,38320,38314,38314,19
10/31/2018 12:13:00 PM,38327,38327,38316,38316,14
10/31/2018 12:12:00 PM,38336,38344,38326,38326,26
10/31/2018 12:11:00 PM,38330,38340,38322,38336,34
10/31/2018 12:10:00 PM,38333,38333,38320,38330,27
10/31/2018 12:09:00 PM,38314,38333,38314,38333,43
10/31/2018 12:08:00 PM,38314,38322,38314,38314,10
10/31/2018 12:07:00 PM,38315,38320,38310,38314,94
10/31/2018 12:06:00 PM,38310,38315,38309,38315,34
10/31/2018 12:05:00 PM,38303,38314,38300,38310,30
10/31/2018 12:04:00 PM,38321,38321,38300,38303,67
10/31/2018 12:03:00 PM,38340,38340,38321,38321,43
10/31/2018 12:02:00 PM,38348,38348,38343,38343,13
10/31/2018 12:01:00 PM,38353,38354,38348,38348,60
10/31/2018 12:00:00 PM,38356,38356,38350,38353,18
10/31/2018 11:59:00 AM,38351,38356,38351,38356,7
10/31/2018 11:58:00 AM,38360,38360,38351,38351,17
10/31/2018 11:57:00 AM,38365,38365,38355,38360,13
10/31/2018 11:56:00 AM,38371,38371,38365,38365,12
10/31/2018 11:55:00 AM,38361,38371,38361,38371,8
10/31/2018 11:54:00 AM,38377,38377,38361,38361,14
10/31/2018 11:53:00 AM,38375,38377,38375,38377,1
10/31/2018 11:52:00 AM,38371,38375,38371,38375,1
10/31/2018 11:51:00 AM,38375,38375,38370,38371,10
10/31/2018 11:50:00 AM,38380,38380,38375,38375,5
10/31/2018 11:49:00 AM,38380,38380,38375,38380,9
10/31/2018 11:48:00 AM,38384,38384,38380,38380,1
10/31/2018 11:47:00 AM,38400,38400,38384,38384,1
10/31/2018 11:46:00 AM,38398,38400,38398,38400,3
10/31/2018 11:45:00 AM,38403,38404,38398,38398,33
10/31/2018 11:44:00 AM,38406,38406,38403,38403,30
10/31/2018 11:43:00 AM,38410,38410,38401,38406,12
10/31/2018 11:42:00 AM,38402,38410,38402,38410,13
10/31/2018 11:41:00 AM,38399,38408,38392,38402,10
10/31/2018 11:40:00 AM,38386,38404,38386,38399,22
10/31/2018 11:39:00 AM,38379,38386,38379,38386,10
10/31/2018 11:38:00 AM,38372,38379,38370,38379,17
10/31/2018 11:37:00 AM,38367,38372,38367,38372,3
10/31/2018 11:36:00 AM,38378,38378,38360,38367,16
10/31/2018 11:35:00 AM,38381,38382,38380,38382,5
10/31/2018 11:34:00 AM,38382,38382,38381,38381,2
10/31/2018 11:33:00 AM,38387,38387,38380,38382,4
10/31/2018 11:32:00 AM,38378,38387,38378,38387,8
10/31/2018 11:31:00 AM,38379,38379,38378,38378,2
10/31/2018 11:30:00 AM,38388,38388,38379,38379,18
10/31/2018 11:29:00 AM,38380,38388,38380,38388,10
10/31/2018 11:28:00 AM,38385,38385,38380,38380,6
10/31/2018 11:27:00 AM,38400,38400,38390,38390,10
10/31/2018 11:26:00 AM,38409,38409,38400,38400,7
10/31/2018 11:25:00 AM,38405,38409,38402,38409,5
10/31/2018 11:24:00 AM,38406,38406,38400,38403,18
10/31/2018 11:23:00 AM,38412,38412,38412,38412,6
10/31/2018 11:22:00 AM,38406,38410,38405,38406,17
10/31/2018 11:21:00 AM,38415,38415,38405,38406,5
10/31/2018 11:20:00 AM,38415,38415,38415,38415,0
10/31/2018 11:19:00 AM,38411,38415,38411,38415,5
10/31/2018 11:18:00 AM,38415,38415,38408,38411,5
10/31/2018 11:17:00 AM,38408,38415,38408,38415,15
10/31/2018 11:16:00 AM,38412,38412,38405,38408,10
10/31/2018 11:15:00 AM,38404,38412,38404,38412,21
10/31/2018 11:14:00 AM,38410,38410,38404,38404,20
10/31/2018 11:13:00 AM,38405,38412,38403,38410,12
10/31/2018 11:12:00 AM,38410,38410,38400,38405,11
10/31/2018 11:11:00 AM,38415,38415,38410,38410,10
10/31/2018 11:10:00 AM,38414,38414,38409,38414,8
10/31/2018 11:09:00 AM,38420,38420,38408,38414,12
10/31/2018 11:08:00 AM,38415,38420,38414,38416,15
10/31/2018 11:07:00 AM,38411,38415,38411,38415,6
10/31/2018 11:06:00 AM,38403,38413,38403,38411,17
10/31/2018 11:05:00 AM,38399,38403,38399,38403,3
10/31/2018 11:04:00 AM,38390,38399,38390,38399,16
10/31/2018 11:03:00 AM,38384,38390,38384,38390,2
10/31/2018 11:02:00 AM,38384,38384,38384,38384,0
10/31/2018 11:01:00 AM,38386,38386,38384,38384,4
10/31/2018 11:00:00 AM,38391,38391,38391,38391,1
10/31/2018 10:59:00 AM,38385,38391,38385,38391,1
10/31/2018 10:58:00 AM,38385,38385,38385,38385,3
10/31/2018 10:57:00 AM,38385,38385,38385,38385,3
10/31/2018 10:56:00 AM,38381,38385,38380,38385,7
10/31/2018 10:55:00 AM,38387,38387,38380,38381,8
10/31/2018 10:54:00 AM,38395,38403,38387,38387,12
10/31/2018 10:53:00 AM,38397,38403,38390,38395,18
10/31/2018 10:52:00 AM,38395,38403,38395,38397,38
10/31/2018 10:51:00 AM,38381,38395,38381,38395,12
10/31/2018 10:50:00 AM,38389,38390,38381,38381,26
10/31/2018 10:49:00 AM,38369,38390,38369,38390,21
10/31/2018 10:48:00 AM,38365,38369,38365,38369,3
10/31/2018 10:47:00 AM,38373,38373,38365,38365,9
10/31/2018 10:46:00 AM,38365,38373,38365,38373,13
10/31/2018 10:45:00 AM,38364,38365,38362,38365,3
10/31/2018 10:44:00 AM,38360,38364,38355,38364,9
10/31/2018 10:43:00 AM,38360,38360,38360,38360,2
10/31/2018 10:42:00 AM,38364,38364,38360,38360,5
10/31/2018 10:41:00 AM,38362,38364,38356,38364,7
10/31/2018 10:40:00 AM,38360,38362,38360,38362,3
10/31/2018 10:39:00 AM,38360,38360,38356,38360,6
10/31/2018 10:38:00 AM,38363,38363,38360,38360,2
10/31/2018 10:37:00 AM,38365,38365,38363,38363,1
10/31/2018 10:36:00 AM,38353,38365,38350,38365,34
10/31/2018 10:35:00 AM,38344,38353,38344,38353,17
10/31/2018 10:34:00 AM,38359,38363,38344,38344,15
10/31/2018 10:33:00 AM,38361,38362,38359,38359,4
10/31/2018 10:32:00 AM,38360,38361,38353,38361,3
10/31/2018 10:31:00 AM,38335,38360,38335,38360,6
10/31/2018 10:30:00 AM,38345,38351,38335,38335,7
10/31/2018 10:29:00 AM,38345,38345,38335,38345,19
10/31/2018 10:28:00 AM,38360,38360,38345,38345,11
10/31/2018 10:27:00 AM,38353,38360,38353,38360,7
10/31/2018 10:26:00 AM,38364,38364,38353,38353,4
10/31/2018 10:25:00 AM,38357,38364,38357,38364,23
10/31/2018 10:24:00 AM,38351,38357,38350,38357,7
10/31/2018 10:23:00 AM,38359,38359,38351,38351,2
10/31/2018 10:22:00 AM,38354,38359,38350,38359,15
10/31/2018 10:21:00 AM,38364,38366,38357,38357,5
10/31/2018 10:20:00 AM,38364,38364,38364,38364,0
10/31/2018 10:19:00 AM,38364,38364,38364,38364,2
10/31/2018 10:18:00 AM,38360,38368,38354,38364,14
10/31/2018 10:17:00 AM,38360,38367,38360,38360,11
10/31/2018 10:16:00 AM,38350,38360,38350,38360,4
10/31/2018 10:15:00 AM,38351,38357,38349,38350,4
10/31/2018 10:14:00 AM,38353,38359,38350,38351,10
10/31/2018 10:13:00 AM,38360,38366,38353,38353,20
10/31/2018 10:12:00 AM,38356,38360,38356,38360,11
10/31/2018 10:11:00 AM,38355,38359,38352,38356,10
10/31/2018 10:10:00 AM,38342,38355,38342,38355,9
10/31/2018 10:09:00 AM,38336,38346,38336,38342,42
10/31/2018 10:08:00 AM,38331,38351,38331,38340,18
10/31/2018 10:07:00 AM,38340,38340,38326,38331,32
10/31/2018 10:06:00 AM,38344,38344,38340,38340,19
10/31/2018 10:05:00 AM,38345,38349,38338,38344,59
10/31/2018 10:04:00 AM,38363,38363,38343,38345,14
10/31/2018 10:03:00 AM,38378,38379,38363,38363,24
10/31/2018 10:02:00 AM,38387,38387,38378,38378,22
10/31/2018 10:01:00 AM,38377,38391,38377,38387,50
10/31/2018 10:00:00 AM,38473,38473,38359,38377,65
10/30/2018 11:29:00 PM,38355,38368,38352,38359,41
10/30/2018 11:28:00 PM,38354,38356,38340,38350,29
10/30/2018 11:27:00 PM,38348,38359,38346,38354,36
10/30/2018 11:26:00 PM,38346,38348,38341,38348,16
10/30/2018 11:25:00 PM,38346,38346,38340,38346,20
10/30/2018 11:24:00 PM,38345,38346,38341,38346,25
10/30/2018 11:23:00 PM,38340,38345,38340,38345,24
10/30/2018 11:22:00 PM,38340,38342,38335,38340,12
10/30/2018 11:21:00 PM,38346,38347,38340,38340,27
10/30/2018 11:20:00 PM,38337,38350,38330,38346,76
10/30/2018 11:19:00 PM,38337,38337,38331,38337,9
10/30/2018 11:18:00 PM,38331,38334,38330,38330,10
10/30/2018 11:17:00 PM,38338,38340,38330,38331,24
10/30/2018 11:16:00 PM,38321,38340,38316,38338,126
10/30/2018 11:15:00 PM,38335,38339,38319,38321,125
10/30/2018 11:14:00 PM,38333,38335,38325,38335,26
10/30/2018 11:13:00 PM,38326,38333,38325,38333,11
10/30/2018 11:12:00 PM,38330,38330,38325,38326,8
10/30/2018 11:11:00 PM,38330,38333,38327,38330,36
10/30/2018 11:10:00 PM,38316,38330,38316,38330,61
10/30/2018 11:09:00 PM,38323,38324,38312,38316,16
10/30/2018 11:08:00 PM,38319,38325,38317,38323,40
10/30/2018 11:07:00 PM,38319,38325,38319,38321,30
10/30/2018 11:06:00 PM,38317,38319,38312,38319,5
10/30/2018 11:05:00 PM,38318,38318,38303,38308,29
10/30/2018 11:04:00 PM,38305,38320,38305,38319,48
10/30/2018 11:03:00 PM,38310,38310,38293,38305,37
10/30/2018 11:02:00 PM,38303,38310,38293,38310,26
10/30/2018 11:01:00 PM,38305,38310,38292,38303,39
10/30/2018 11:00:00 PM,38303,38303,38289,38300,29
10/30/2018 10:59:00 PM,38306,38307,38303,38303,12
10/30/2018 10:58:00 PM,38295,38306,38288,38306,35
10/30/2018 10:57:00 PM,38309,38309,38288,38295,12
10/30/2018 10:56:00 PM,38310,38310,38299,38309,15
10/30/2018 10:55:00 PM,38285,38312,38285,38312,39
10/30/2018 10:54:00 PM,38285,38293,38278,38285,145
10/30/2018 10:53:00 PM,38286,38287,38285,38285,17
10/30/2018 10:52:00 PM,38279,38287,38279,38287,8
10/30/2018 10:51:00 PM,38283,38283,38277,38279,4
10/30/2018 10:50:00 PM,38280,38283,38274,38283,17
10/30/2018 10:49:00 PM,38280,38280,38275,38280,6
10/30/2018 10:48:00 PM,38276,38280,38272,38280,10
10/30/2018 10:47:00 PM,38280,38280,38276,38276,17
10/30/2018 10:46:00 PM,38286,38286,38280,38280,1
10/30/2018 10:45:00 PM,38279,38289,38279,38286,15
10/30/2018 10:44:00 PM,38282,38285,38279,38279,5
10/30/2018 10:43:00 PM,38278,38282,38277,38282,2
10/30/2018 10:42:00 PM,38277,38280,38277,38278,6
10/30/2018 10:41:00 PM,38282,38282,38277,38277,2
10/30/2018 10:40:00 PM,38288,38289,38280,38282,7
10/30/2018 10:39:00 PM,38284,38288,38284,38288,5
10/30/2018 10:38:00 PM,38281,38284,38278,38284,15
10/30/2018 10:37:00 PM,38281,38281,38281,38281,0
10/30/2018 10:36:00 PM,38280,38281,38280,38281,5
10/30/2018 10:35:00 PM,38286,38286,38280,38280,5
10/30/2018 10:34:00 PM,38284,38290,38284,38286,6
10/30/2018 10:33:00 PM,38271,38284,38271,38284,10
10/30/2018 10:32:00 PM,38277,38277,38271,38271,2
10/30/2018 10:31:00 PM,38286,38286,38277,38277,10
10/30/2018 10:30:00 PM,38295,38295,38286,38286,4
10/30/2018 10:29:00 PM,38297,38300,38294,38295,6
10/30/2018 10:28:00 PM,38311,38311,38297,38297,10
10/30/2018 10:27:00 PM,38307,38313,38307,38311,8
10/30/2018 10:26:00 PM,38319,38319,38305,38307,35
10/30/2018 10:25:00 PM,38335,38337,38319,38319,94
10/30/2018 10:24:00 PM,38293,38320,38293,38320,61
10/30/2018 10:23:00 PM,38292,38295,38291,38293,25
10/30/2018 10:22:00 PM,38268,38292,38268,38292,8
10/30/2018 10:21:00 PM,38266,38277,38266,38268,4
10/30/2018 10:20:00 PM,38260,38266,38258,38266,10
10/30/2018 10:19:00 PM,38257,38261,38257,38261,2
10/30/2018 10:18:00 PM,38250,38260,38250,38257,6
10/30/2018 10:17:00 PM,38253,38253,38250,38250,3
10/30/2018 10:16:00 PM,38250,38255,38250,38253,5
10/30/2018 10:15:00 PM,38248,38252,38248,38250,6
10/30/2018 10:14:00 PM,38240,38248,38240,38248,5
10/30/2018 10:13:00 PM,38240,38247,38240,38240,24
10/30/2018 10:12:00 PM,38260,38260,38240,38240,10
10/30/2018 10:11:00 PM,38281,38281,38260,38260,23
10/30/2018 10:10:00 PM,38281,38281,38281,38281,2
10/30/2018 10:09:00 PM,38275,38285,38275,38281,13
10/30/2018 10:08:00 PM,38290,38290,38275,38275,28
10/30/2018 10:07:00 PM,38287,38290,38287,38290,1
10/30/2018 10:06:00 PM,38282,38287,38282,38287,4
10/30/2018 10:05:00 PM,38293,38293,38282,38282,6
10/30/2018 10:04:00 PM,38298,38298,38288,38293,4
10/30/2018 10:03:00 PM,38298,38298,38298,38298,0
10/30/2018 10:02:00 PM,38309,38309,38289,38298,25
10/30/2018 10:01:00 PM,38295,38309,38295,38309,16
10/30/2018 10:00:00 PM,38283,38293,38283,38290,27
10/30/2018 9:59:00 PM,38284,38284,38284,38284,0
10/30/2018 9:58:00 PM,38288,38288,38282,38284,2
10/30/2018 9:57:00 PM,38276,38288,38276,38288,8
10/30/2018 9:56:00 PM,38263,38276,38263,38276,5
10/30/2018 9:55:00 PM,38261,38263,38261,38263,3
10/30/2018 9:54:00 PM,38253,38261,38247,38261,6
10/30/2018 9:53:00 PM,38253,38253,38253,38253,3
10/30/2018 9:52:00 PM,38260,38261,38253,38253,46
10/30/2018 9:51:00 PM,38260,38260,38251,38260,27
10/30/2018 9:50:00 PM,38247,38260,38247,38260,8
10/30/2018 9:49:00 PM,38253,38255,38240,38247,6
10/30/2018 9:48:00 PM,38240,38259,38240,38253,12
10/30/2018 9:47:00 PM,38242,38242,38223,38240,25
10/30/2018 9:46:00 PM,38260,38260,38242,38242,25
10/30/2018 9:45:00 PM,38275,38275,38260,38260,8
10/30/2018 9:44:00 PM,38275,38275,38275,38275,0
10/30/2018 9:43:00 PM,38275,38275,38272,38275,2
10/30/2018 9:42:00 PM,38280,38281,38275,38275,10
10/30/2018 9:41:00 PM,38287,38287,38280,38280,1
10/30/2018 9:40:00 PM,38286,38287,38286,38287,1
10/30/2018 9:39:00 PM,38283,38286,38279,38286,2
10/30/2018 9:38:00 PM,38276,38283,38276,38283,1
10/30/2018 9:37:00 PM,38272,38276,38272,38276,1
10/30/2018 9:36:00 PM,38276,38276,38272,38272,3
10/30/2018 9:35:00 PM,38274,38290,38274,38276,10
10/30/2018 9:34:00 PM,38265,38278,38265,38274,4
10/30/2018 9:33:00 PM,38260,38271,38260,38265,4
10/30/2018 9:32:00 PM,38263,38263,38260,38260,8
10/30/2018 9:31:00 PM,38261,38263,38261,38263,1
10/30/2018 9:30:00 PM,38274,38274,38261,38261,4
10/30/2018 9:29:00 PM,38283,38283,38267,38274,4
10/30/2018 9:28:00 PM,38282,38283,38280,38283,3
10/30/2018 9:27:00 PM,38290,38296,38282,38282,2
10/30/2018 9:26:00 PM,38286,38290,38285,38290,3
10/30/2018 9:25:00 PM,38281,38286,38281,38286,3
10/30/2018 9:24:00 PM,38286,38290,38281,38281,3
10/30/2018 9:23:00 PM,38283,38286,38283,38286,1
10/30/2018 9:22:00 PM,38286,38286,38283,38283,1
10/30/2018 9:21:00 PM,38295,38299,38286,38286,14
10/30/2018 9:20:00 PM,38299,38299,38295,38295,4
10/30/2018 9:19:00 PM,38296,38299,38296,38299,4
10/30/2018 9:18:00 PM,38302,38302,38300,38300,3
10/30/2018 9:17:00 PM,38294,38300,38294,38300,5
10/30/2018 9:16:00 PM,38298,38298,38294,38294,2
10/30/2018 9:15:00 PM,38297,38299,38294,38298,9
10/30/2018 9:14:00 PM,38299,38299,38297,38297,1
10/30/2018 9:13:00 PM,38303,38303,38299,38299,4
10/30/2018 9:12:00 PM,38300,38303,38300,38303,2
10/30/2018 9:11:00 PM,38301,38305,38300,38300,8
10/30/2018 9:10:00 PM,38310,38310,38301,38301,7
10/30/2018 9:09:00 PM,38298,38310,38298,38310,8
10/30/2018 9:08:00 PM,38309,38309,38296,38298,9
10/30/2018 9:07:00 PM,38301,38309,38301,38309,7
10/30/2018 9:06:00 PM,38294,38301,38292,38301,21
10/30/2018 9:05:00 PM,38280,38294,38277,38294,11
10/30/2018 9:04:00 PM,38278,38280,38278,38280,5
10/30/2018 9:03:00 PM,38274,38278,38274,38278,3
10/30/2018 9:02:00 PM,38267,38277,38267,38274,11
10/30/2018 9:01:00 PM,38267,38267,38267,38267,0
10/30/2018 9:00:00 PM,38270,38270,38267,38267,3
10/30/2018 8:59:00 PM,38256,38270,38253,38270,9
10/30/2018 8:58:00 PM,38253,38256,38253,38256,11
10/30/2018 8:57:00 PM,38242,38253,38240,38253,29
10/30/2018 8:56:00 PM,38242,38251,38242,38242,8
10/30/2018 8:55:00 PM,38244,38245,38236,38242,14
10/30/2018 8:54:00 PM,38250,38250,38236,38240,18
10/30/2018 8:53:00 PM,38264,38264,38250,38250,25
10/30/2018 8:52:00 PM,38264,38264,38259,38264,3
10/30/2018 8:51:00 PM,38257,38271,38257,38264,14
10/30/2018 8:50:00 PM,38256,38262,38255,38257,5
10/30/2018 8:49:00 PM,38274,38275,38256,38256,29
10/30/2018 8:48:00 PM,38295,38295,38281,38281,18
10/30/2018 8:47:00 PM,38290,38295,38290,38295,4
10/30/2018 8:46:00 PM,38292,38292,38290,38290,6
10/30/2018 8:45:00 PM,38300,38300,38290,38292,13
10/30/2018 8:44:00 PM,38293,38300,38289,38300,15
10/30/2018 8:43:00 PM,38290,38293,38290,38293,5
10/30/2018 8:42:00 PM,38289,38290,38288,38290,5
10/30/2018 8:41:00 PM,38293,38293,38287,38289,9
10/30/2018 8:40:00 PM,38293,38293,38281,38293,29
10/30/2018 8:39:00 PM,38292,38297,38290,38293,17
10/30/2018 8:38:00 PM,38302,38302,38292,38293,12
10/30/2018 8:37:00 PM,38300,38308,38300,38302,6
10/30/2018 8:36:00 PM,38297,38305,38297,38300,7
10/30/2018 8:35:00 PM,38291,38297,38291,38297,4
10/30/2018 8:34:00 PM,38296,38300,38291,38291,9
10/30/2018 8:33:00 PM,38321,38321,38296,38296,26
10/30/2018 8:32:00 PM,38320,38321,38313,38321,4
10/30/2018 8:31:00 PM,38320,38320,38320,38320,0
10/30/2018 8:30:00 PM,38310,38320,38310,38320,5
10/30/2018 8:29:00 PM,38308,38313,38308,38310,14
10/30/2018 8:28:00 PM,38303,38308,38303,38308,13
10/30/2018 8:27:00 PM,38305,38306,38297,38303,27
10/30/2018 8:26:00 PM,38322,38322,38305,38305,11
10/30/2018 8:25:00 PM,38323,38323,38322,38322,3
10/30/2018 8:24:00 PM,38308,38323,38308,38323,25
10/30/2018 8:23:00 PM,38304,38314,38304,38308,4
10/30/2018 8:22:00 PM,38314,38314,38304,38304,12
10/30/2018 8:21:00 PM,38310,38314,38310,38314,2
10/30/2018 8:20:00 PM,38322,38322,38310,38310,12
10/30/2018 8:19:00 PM,38318,38322,38315,38322,7
10/30/2018 8:18:00 PM,38311,38319,38307,38318,7
10/30/2018 8:17:00 PM,38320,38321,38310,38311,16
10/30/2018 8:16:00 PM,38325,38325,38320,38320,15
10/30/2018 8:15:00 PM,38328,38328,38325,38325,3
10/30/2018 8:14:00 PM,38350,38351,38326,38328,31
10/30/2018 8:13:00 PM,38349,38350,38349,38350,4
10/30/2018 8:12:00 PM,38336,38349,38336,38349,7
10/30/2018 8:11:00 PM,38347,38348,38336,38336,17
10/30/2018 8:10:00 PM,38340,38347,38338,38347,25
10/30/2018 8:09:00 PM,38344,38344,38340,38340,5
10/30/2018 8:08:00 PM,38351,38352,38343,38344,25
10/30/2018 8:07:00 PM,38371,38371,38351,38351,14
10/30/2018 8:06:00 PM,38381,38385,38370,38370,27
10/30/2018 8:05:00 PM,38355,38386,38355,38381,88
10/30/2018 8:04:00 PM,38360,38360,38355,38355,3
10/30/2018 8:03:00 PM,38348,38360,38348,38360,12
10/30/2018 8:02:00 PM,38339,38355,38339,38348,16
10/30/2018 8:01:00 PM,38336,38339,38331,38339,16
10/30/2018 8:00:00 PM,38332,38346,38329,38336,19
10/30/2018 7:59:00 PM,38320,38332,38320,38332,9
10/30/2018 7:58:00 PM,38330,38330,38320,38320,12
10/30/2018 7:57:00 PM,38331,38331,38322,38330,14
10/30/2018 7:56:00 PM,38343,38343,38316,38331,14
10/30/2018 7:55:00 PM,38353,38353,38340,38343,19
10/30/2018 7:54:00 PM,38349,38353,38349,38353,8
10/30/2018 7:53:00 PM,38360,38360,38339,38349,24
10/30/2018 7:52:00 PM,38365,38365,38355,38360,12
10/30/2018 7:51:00 PM,38360,38365,38353,38365,50
10/30/2018 7:50:00 PM,38375,38375,38360,38360,23
10/30/2018 7:49:00 PM,38370,38375,38366,38375,38
10/30/2018 7:48:00 PM,38363,38372,38363,38370,46
10/30/2018 7:47:00 PM,38370,38370,38361,38363,34
10/30/2018 7:46:00 PM,38370,38373,38365,38370,35
10/30/2018 7:45:00 PM,38366,38371,38360,38370,53
10/30/2018 7:44:00 PM,38366,38376,38363,38366,62
10/30/2018 7:43:00 PM,38352,38367,38352,38366,26
10/30/2018 7:42:00 PM,38359,38360,38350,38352,40
10/30/2018 7:41:00 PM,38349,38360,38344,38350,34
10/30/2018 7:40:00 PM,38331,38349,38331,38349,31
10/30/2018 7:39:00 PM,38312,38331,38312,38331,12
10/30/2018 7:38:00 PM,38309,38319,38309,38312,11
10/30/2018 7:37:00 PM,38309,38309,38308,38309,7
10/30/2018 7:36:00 PM,38306,38320,38298,38309,21
10/30/2018 7:35:00 PM,38306,38309,38306,38306,3
10/30/2018 7:34:00 PM,38300,38306,38297,38306,10
10/30/2018 7:33:00 PM,38317,38325,38300,38300,41
10/30/2018 7:32:00 PM,38319,38320,38315,38317,26
10/30/2018 7:31:00 PM,38305,38320,38300,38319,27
10/30/2018 7:30:00 PM,38294,38305,38291,38305,37
10/30/2018 7:29:00 PM,38272,38307,38272,38294,43
10/30/2018 7:28:00 PM,38300,38300,38272,38272,17
10/30/2018 7:27:00 PM,38303,38303,38295,38300,31
10/30/2018 7:26:00 PM,38315,38316,38303,38303,34
10/30/2018 7:25:00 PM,38304,38315,38304,38315,16
10/30/2018 7:24:00 PM,38307,38316,38304,38304,17
10/30/2018 7:23:00 PM,38315,38315,38307,38307,11
10/30/2018 7:22:00 PM,38322,38322,38315,38315,14
10/30/2018 7:21:00 PM,38300,38322,38300,38322,19
10/30/2018 7:20:00 PM,38319,38319,38300,38300,28
10/30/2018 7:19:00 PM,38310,38322,38305,38319,38
10/30/2018 7:18:00 PM,38325,38325,38305,38310,37
10/30/2018 7:17:00 PM,38337,38348,38324,38325,25
10/30/2018 7:16:00 PM,38323,38338,38317,38337,31
10/30/2018 7:15:00 PM,38340,38340,38310,38323,64
10/30/2018 7:14:00 PM,38373,38373,38340,38340,70
10/30/2018 7:13:00 PM,38352,38375,38351,38373,152
10/30/2018 7:12:00 PM,38350,38370,38344,38352,125
10/30/2018 7:11:00 PM,38279,38353,38279,38352,134
10/30/2018 7:10:00 PM,38273,38280,38256,38279,28
10/30/2018 7:09:00 PM,38288,38288,38267,38273,30
10/30/2018 7:08:00 PM,38288,38288,38288,38288,0
10/30/2018 7:07:00 PM,38277,38295,38277,38288,29
10/30/2018 7:06:00 PM,38286,38286,38274,38277,20
10/30/2018 7:05:00 PM,38275,38286,38272,38286,30
10/30/2018 7:04:00 PM,38270,38275,38270,38275,8
10/30/2018 7:03:00 PM,38271,38271,38264,38270,7
10/30/2018 7:02:00 PM,38276,38280,38271,38280,13
10/30/2018 7:01:00 PM,38258,38276,38253,38276,9
10/30/2018 7:00:00 PM,38270,38270,38250,38258,29
10/30/2018 6:59:00 PM,38271,38274,38270,38270,21
10/30/2018 6:58:00 PM,38260,38275,38260,38272,13
10/30/2018 6:57:00 PM,38285,38287,38250,38260,38
10/30/2018 6:56:00 PM,38295,38295,38281,38285,7
10/30/2018 6:55:00 PM,38289,38299,38289,38295,15
10/30/2018 6:54:00 PM,38298,38300,38286,38289,29
10/30/2018 6:53:00 PM,38300,38300,38283,38298,26
10/30/2018 6:52:00 PM,38318,38318,38300,38300,21
10/30/2018 6:51:00 PM,38305,38319,38305,38318,10
10/30/2018 6:50:00 PM,38304,38306,38291,38305,33
10/30/2018 6:49:00 PM,38320,38320,38301,38304,19
10/30/2018 6:48:00 PM,38322,38326,38315,38320,12
10/30/2018 6:47:00 PM,38325,38325,38312,38322,38
10/30/2018 6:46:00 PM,38320,38328,38307,38325,107
10/30/2018 6:45:00 PM,38306,38320,38305,38320,55
10/30/2018 6:44:00 PM,38310,38310,38283,38306,74
10/30/2018 6:43:00 PM,38281,38310,38281,38310,81
10/30/2018 6:42:00 PM,38262,38282,38262,38281,63
10/30/2018 6:41:00 PM,38268,38270,38259,38262,48
10/30/2018 6:40:00 PM,38261,38268,38256,38268,24
10/30/2018 6:39:00 PM,38248,38261,38245,38261,21
10/30/2018 6:38:00 PM,38264,38264,38248,38248,14
10/30/2018 6:37:00 PM,38260,38275,38254,38264,18
10/30/2018 6:36:00 PM,38254,38260,38235,38260,43
10/30/2018 6:35:00 PM,38276,38277,38254,38254,19
10/30/2018 6:34:00 PM,38273,38277,38270,38276,11
10/30/2018 6:33:00 PM,38269,38285,38269,38273,34
10/30/2018 6:32:00 PM,38271,38311,38269,38269,122
10/30/2018 6:31:00 PM,38256,38271,38238,38271,17
10/30/2018 6:30:00 PM,38281,38281,38256,38256,19
10/30/2018 6:29:00 PM,38221,38281,38220,38281,65
10/30/2018 6:28:00 PM,38207,38221,38207,38221,1
10/30/2018 6:27:00 PM,38206,38215,38200,38207,7
10/30/2018 6:26:00 PM,38200,38210,38200,38206,7
10/30/2018 6:25:00 PM,38214,38214,38200,38200,14
10/30/2018 6:24:00 PM,38193,38214,38193,38214,4
10/30/2018 6:23:00 PM,38213,38220,38193,38193,27
10/30/2018 6:22:00 PM,38218,38218,38200,38213,33
10/30/2018 6:21:00 PM,38213,38218,38207,38218,17
10/30/2018 6:20:00 PM,38207,38213,38195,38213,17
10/30/2018 6:19:00 PM,38200,38207,38199,38207,10
10/30/2018 6:18:00 PM,38200,38200,38192,38200,10
10/30/2018 6:17:00 PM,38200,38200,38188,38200,31
10/30/2018 6:16:00 PM,38185,38200,38185,38200,8
10/30/2018 6:15:00 PM,38201,38201,38175,38185,15
10/30/2018 6:14:00 PM,38179,38201,38179,38201,28
10/30/2018 6:13:00 PM,38170,38189,38170,38179,18
10/30/2018 6:12:00 PM,38179,38184,38170,38170,30
10/30/2018 6:11:00 PM,38190,38190,38173,38179,22
10/30/2018 6:10:00 PM,38194,38195,38185,38190,16
10/30/2018 6:09:00 PM,38185,38199,38180,38194,16
10/30/2018 6:08:00 PM,38198,38198,38185,38185,23
10/30/2018 6:07:00 PM,38200,38200,38192,38194,7
10/30/2018 6:06:00 PM,38191,38204,38190,38200,29
10/30/2018 6:05:00 PM,38203,38204,38190,38191,11
10/30/2018 6:04:00 PM,38198,38203,38198,38203,21
10/30/2018 6:03:00 PM,38197,38201,38196,38200,9
10/30/2018 6:02:00 PM,38192,38202,38185,38197,54
